id,tokens,label
1361,@user 지금부터 섀도우 월드에서 살아남는 방법을 보여주도록 하지 . #디스커버리  #틀림 #글러먹음,1
1362,170715 경기도 신청사 건립 기공식 5 ) XIA 김준수 #김준수 #김일경 #김대원 #시아준수 #경홍단 #아이컨택이확실합니다 라고 주장하고픈 짤들의 향연 ~  저 눈빛을 받고 살아있을자 누구인가 ! ! ! ~ ~ 영혼트윗중 ~ ~ pic.twitter.com/4WQbKnDMYF,1
1363,RT @user : 스스로를 믿는 순간 그대는 어떻게 살아야 할 지를 깨닫게 된다 . - 괴테 URL,0
1364,스포조이 ★ 배팅사이트 URL …,0
1365,@user 안녕하세요 인니 ~ ^ ^ 오늘도 화이팅입나더 ~ ~ ^ ^ *,0
1366,저 언니랑 맞짱 뜨고 와야지 후후 ... ,1
1367,이거 박근혜정부때 기획된 거죠 ? ㅋㅋㅋ 얼마나 다행이야 최순실 김기춘 일당만 욕하면 되니 ㅋㅋㅋ #Sarcasm,1
1368,@user 히유 오늘도열심히하자 좋아좋아좋아 힘내thㅔ요 URL,0
1369,나는폰없어도살수있을거같은데 날찾는사람은아니겠지 ?,0
1370,@user @user @user @user @user @user @user @user @user @user 선팔감사드려요 ~ 맞팔합니다 . 즐거운하루 ~,0
1371,어젠 닭갈비먹을때 매운지도모르고먹었는데 오늘은 김치찌개에 들어간 햄맛이 하나도 안느껴져 ... 어제땀흘린게 매워서그랬구만 ... 미각아 언제 돌아와 ? ㅠㅠ,0
1372,@user ㅜㅜㅜ히힝 그렇지이 ... 그러니까 언니에게 집착해야겟 .. ,1
1373,모로 가나 아마존 ,1
1374,상품 아니면 벌 … ‘ 성적 ’ 줄세우는 학교 URL 잘 한다 잘 해 ... ,1
1375,@user 크크크킄크ㅡ크,0
1376,@user 그그래요 ... 그그날이오면 복수를 ,1
1377,@user 할 수 있어 ! ,1
1378,@user 으음 .. 오빠 라면 먹고 갈래 ? ,1
1379,Quality는 퀼리티라 읽는게 맞습니다 . Quilt는 퀄트라 읽는게 맞습니다 . Quad Core ? 퀴드코어잖아요 . 쿼드코어라고 읽는 바보는 대체 어느나라의 무슨 족속입니까 ? ,1
1380,@user 어휴 그것 참 맛있는 점심이 되겠네 ,1
1381,오늘 몸 상태 최상이다 ,1
1382,"문성근 , 안성기 주연의 영화 "" 부러진 화살 "" RT 부러진 화살 논란에 대한 단상 ( via @user ) URL",0
1383,@user 바닥은 뜨겁고 위는 차갑고 . 그리고 그 경험을 이용해 사명대사는 전기장판을 발명했습니다 ,1
1384,앜ㅋㅋㅋ 어린 아이셨지 참 . 기특한 학생한테 아저씨가 사탕줄까  #미침 #헛소리 #망했어요 #앞집초딩애가아저씨래요 #눈물,1
1385,@user 으엌ㅋㅋ 이분 해탈하셨어 … 성불하십시요 … ,1
1386,@user 냐하하하 어울리시네요 ,1
1387,@user 엉ㅇ아 저두 잠이와여 ㅠㅇㅠ ... 흡 ...,0
1388,FPS겜덕의 컴이 조선컴이라는건 아주 슬픈일이에요,0
1389,@user 쿵짜리 쿵짝 ,1
1390,@user 사진 많이 트윗주세요ヽ ( • ̀ ω • ́ ) ゝ 인기가있어 예성씨ㅋㅋ,0
1391,내일은 2시 경기니까 집에서 경기 볼 수 있는데 오늘 이렇게 몰아서 점수 내고 유종의 미를 거둘 수 있겠다 . ,1
1392,"총격당한 것을 , ... 아니 , 총격 당하는 것 그 자체를 인정하지 마라 .. !",0
1393,@user 고백데이맞아서고백이라니 크리스마스에 백일되는거디 ? ㅋㅋ,0
1394,"슬프다민통당의이런액션이국민의요구에의한반응이아닌새누리당강남공천철회에쫄아서니 … 븅신들 . 그나저나김진표는 ? “ @user : [ 속보 ] 민주통합당 , 비리 혐의 전혜숙-이화영 공천 철회 URL by @user ”",0
1395,@user 힉 인증 ! ! !  ㅋㅋㅋ재밋게 보구와 ... 젤리가 쏜다며 ... ? (,1
1396,킹스맨 1주년이라니 이제 해리 하트 눈밑에 점 찍고 내가 돌아왔어 기지배들아 ~ 해야할 타임 아닌가요  #캐붕 #아무말,1
1397,바밤바로 대동단결 ; RT @user : 오늘의유머 - 천천히 보다보면 웃김 URL,0
1398,힘내지 않아도 돼 - !,0
1399,"순기능도 있군요 ^ ^ RT @user : RT @user : 미투 RT @user : 이명박 대통령님 당신을 존경하고 , 사랑합니다 . 덕분에 조 , 중 , 동의 ( cont ) URL",0
1400,마음에 안정이 생기는 컴파일 동영상  pic.twitter.com/naIkIdBzta,1
1401,"[ 티몬 ] [ 진주 ] W하얀피부에스테틱 : 19,000 원 ( 52 % 할인 ) 링크클릭 회원가입후 구입시 2,000 원적립 URL URL at 8: 59",0
1402,@user @user 곰돌이 글로리 섬에서 16500이고 설계는 62250 . 설계가 훨비쌈 ~,0
1403,"3평 초미니 단독 주택 URL 부엌과 화장실 , 침실이 갖춰있고 다락방 구조로 설계 , 한 달 임대비는 2500크로나 ( 약 40만원 ) 로 학생용 아파트 4167크로나 ( 약 70만원 ) 보다 훨씬 저렴 !",0
1404,@user 이얍 ! 바론을 뺏긴다 ! ,1
1405,지금도 친일인가요 ? RT @user : 조선일보는 친일이지만 조선일보에 취직하고 싶습니다 ( 조선일보 연봉이 한겨레의 2배이상임 ) #Sarcasm,1
1406,@user 지인 사귀기 어려우시다구요 ? 트위터 시작한지 n개월째인데 아싸라구요 ? 어렵지않습니다 ! 카드 하나면 당신도 나까마 강습용덱 및 덱소스 풀 지원 ! 놓칠 수 없는 파격적인 기회 ! 지금 당장 연락주세요 ! ,1
1407,@user 좀이상한애잇음 거북해,0
1408,@user 이 오빠는 자웅동체인골 .. ? ,1
1409,원고 인도 늦으면 칼같이 지체상금 매출로 계산해서 잘라가는 양반들이 재무어 번역하느라 49만원 정산은 2년간 못하셨나부네 ,1
1410,@user @user 오빠 ㅋㅋㅋ아아 .. ㅋㅋㅋ,0
1411,[ ICARUSX ] [ 여행 ] 2011년 6월 9일 소셜커머스 모음 / 쿱펀 URL URL,0
1412,@user 내가 축하 하더라고 그분한테 꼬옥 전해줘 ~ ! ^ ^ @user @user @user @user @user @user @user @user @user @user,0
1413,@user @user 으음 왜죠 ? ㅇㅁㅇ 뭐 개연성간ㅌ은건 버리고 보고싶은 장면만 썰풀면 그만아닙닉가 ,1
1414,"@user @user @user 넵 ! 단면 , 상관연구이니까요 .",0
1415,"역시 노무현대통령은 우리를 실망시키지않아 !  RT @user : rt "" RT ( cont ) URL",1
1416,왜 학교에서 폰질이야 넌 성스러운 천보중학생이 되야지 권정은년아,0
1417,... ? ? 어 .. 어머니 ? ,1
1418,이야 ... 수능 다시 3일 남앜네 ... 너무 신난다 ♫ #수능 #수능연기 #넘나신나는것 ,1
1419,아 둘이 실친이었지 ... 핫뉴라 ... ,1
1420,"예전에 어떤책이었는지 확실히 기억은 안나는데 , 유럽에서 영국은 균형추의 역할을 자처했다는 이야기를 봤다 . 아마도 일본이 그걸 따라하고픈게 아닌가 싶은데 ...  URL …",1
1421,그렇다고 합니다  URL …,1
1422,@user 정말요 ? ? ? 반팔입고나가야겠네요 ! ,1
1423,"Teaser 2 miss A ( 미쓰에이 ) "" Touch "" ( 터치 ) from the 4th project [ TOUCH ] _ JIA URL ? v = 2WVGV7yWjp8 & feature = youtube_gdata_player …",0
1424,@user 한가해 보이시더만 ... ,1
1425,역시 올공 2차 안 뛸 때부터 바보인건 알았어야 ,1
1426,맞팔100 % 유지합니다 . ^ ^ 10만팔을 목표로 ~ 타임라인에서 즐거운 .. [ 트친찾기 ] 에 등록되었습니다 URL,0
1427,그러고보니 브랜든라우스도 엄청난 와우팬이었지 ... 슈퍼맨이 되려면 와우팬이어야하는 그런 ... ,1
1428,각시탈도 토쿄 코미콘에 오는구나 ! ,1
1429,선동렬은 일부러 다른 팀들에게 약팀으로 보이게 하기 위해 평소에 윤완주 신종길 김주형을 매우 애용하고 한성구 황정립 등은 비장의 카드로써 2군에 고이 모셔두었습니다 . 까면 안됩니다 . ,1
1430,@user 응 ~ ~ 애들보고파 내일 룩옵ㅜㅜ응모라도할껄ㅠㅠ,0
1431,녀자들아 정신차려 ! ! ' 존잘냄들은 다 쓸애기라규 ! ! ! 나쳐렴 못냔이들이 심성은 착하다구 ! ! ! ! 그리니까 나를만다달라구 빼애애애액 ! ! ! ! ! #경희대 #에브리타임  pic.twitter.com/n8lVcdBM16,1
1432,교회왔으니까 끝나고답멘드릴께용,0
1433,어 ! 디 ! 서 ! 나 ! 당당하게 걷기 ! ! ! ! ,1
1434,"중요한 일정들이 많습니다 . 보통 정책적 이벤트의 경우 지수가 선반영으로 움직이는 경향이 강하기 때문에 , 회의나 회담 결과를 확인하시기 전에 기대감으로 지수가 최고조에 갔을시 매도 전략을 구사하심이 좋습니다 .",0
1435,하핫 ! ! 칭찬입니다 ! ! ! .  요즘 많이 힘들어하시는것 같으셔요ㅠㅠㅠ 즐겁게 살아가고 싶은데 그런게 잘 안되어서 많이 힘들죠ㅠㅠㅠ 세상은 즐겁고 미친듯이 사는게 좋은것 같습니다 ! ! pic.twitter.com/7Gg2nsUICq,1
1436,@user 손아귀힘이 배드민턴 선수야 ㅋㅋ #위드당 @user @user,0
1437,한베에사마도 모셔오고 마사무네 음각도 만렙 찍고 ~ 이런 걸 ' 님도 보고 뽕도 딴다 ' 고 하죠  pic.twitter.com/beHeg4oMV5,1
1438,"돌잡이는뭐하셨나요 ? ^ ^ RT @user : [ 이벤트 ] 금호타이어 트위터와 페이스북이 10월1일 드뎌 "" 첫돌 "" 을 맞이합니다 ~ ! ! 요 트윗을 ' RT & 축하메시지'해주세요 ~ 추첨하여 기프트쇼를 드립니다 ! #tire_6 D1 URL",0
1439,요쁠보구시포ㅠㅠ @user,0
1440,싫다싫어,0
1441,시인해보긴 처음일세 . 만렙토끼 정체성을 ... ,1
1442,@user 언니 ~ ~ 맞팔했오용,0
1443,god - 반대가 끌리는 이유 . 남자 @user 를 만난 하루 .  URL ? v = cT2k_W1BsFs & feature = share & list =P LCBCAF 5496749 A677 …,1
1444,@user URL ? feature = youtube_gdata_player & v = noOVQJpKwgA … 제가 제일 좋아하는노래 .. 듣는사람도 부르는사람도 저때만큼은 행복해보이는영상 .. ^ ^ 당신은능력자,0
1445,@user 쌤들 뭐한더고 늦게오라는데ㅋㅋㅋ,0
1446,2012년 7월 25일 9시 0분 소통정보입니다 URL ? now = 2012072509 …,0
1447,"출근 잘 하셨나요 . 기쁜 주말이 왔습니다 . "" 이번 주말엔 뭐하지 ? 일요일이 늦게 왔으면 좋겠다 "" 하시는 벗님들 계시죠 ? 저도 그렇습니다ㅠ 소중한 주말시간 벗님들에게 소중한 무언가가 함께하길 바랍니다 . 어제도 그랬듯 오늘도 즐겁게 ! !",0
1448,ㅎ 팝콘도 튀기는 에어프라이어 ... ,1
1449,@user 스카이님 안녕 ㅎ,0
1450,피임약 : 임신 피하는 광고 : 하필 그 날 피하다는 소리만 나오네 .. 여성 자기 성생활을 관리하는 내용도 없구 낙태 예방할 수 있는 좋은 점도 있는데 .. #onlyin진보적인korea  #불만 URL ? v = X3bHMLP4q9M & ebc = ANyPxKq-kBf 5NwFgP - JsimGfxBr 8UejeOk1YSLu8SNxY - 2ZBoQPGjIwYLnWw52zOo0Ng_JN_uJ7JpNxOSQn3rZ5RORyYdp0QKQ …,1
1451,@user 꺄 나도 그부분 완전 좋아해ㅜㅜ,0
1452,ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋ아이작은 ... 들고 .. 돌리는 용도고 ... 루드빅은 ... 아이라인 색 확인테스트용인가 ... ! #파칭 조 .. 좋았어 ... ! ! 까짓 베개 .. ! 솜두개사서 커버는 3개월마다 바꿔줄께 하 나 좀 멋있는듯 ,1
1453,@user 삐빅 - 미승인카드입니다 . 삐빅 - 한도초과입니다 . ,1
1454,필립 과로사 ... ,1
1455,: RT @user : [ 한스킨RT ] 한스킨 GS 홈쇼핑 3월16일 오전 9시 20분 첫 런칭 ! RT하시는 분 중 3 분께 진동비비 증정 ! ( 27일 발표 ) URL URL,0
1456,좋아하면 걍 ... 하는거고 사랑하면 매일 먹을걸 준다 ? ! ㅋㅋㅋ  URL …,1
1457,@user 하늘님 면담하실 때 잘 좀 말해 주세요  @user,1
1458,"RT @user 설날을 맞이하여 홈페이지에서 증정이벤트를 합니다 . URL 성실히 RT 하시는분 5분을 추첨해 선물세트를 드립니다 """,0
1459,"보슬보슬 비도 오고 , 참 좋은 아침입니다 .",0
1460,그렇다고 합니다 ... #월차밴드 #광안리버스킹  #못생겨서_죄송합니다만_음악은_들을만함 #음스타그램 # URL,1
1461,"유엔 북한인권보고관 , "" 北 정책 변화 희망 "" URL",0
1462,48클럽 열면 센터님을 오너셰프로 모셔서 … ,1
1463,나의 20대 회사생활은 이토록 마음껏 커피를 사먹지 못해서 우울했나보다 . URL,0
1464,@user 그런가요 ? 좋은 기억을 많이 만들어야 하는 군요 좋은 하루 되셔요 ^ ^,0
1465,@user 후후 ㅡ ㅅ ㅡ 지금은똥대문가고있어요 후후후 ㅠㅠ,0
1466,@user 저도 배고프내요 ㅎㅎ 맥도날드가 부실 ~ !,0
1467,@user 머죠 ? 자체 모자이큰가 ,1
1468,쿤룬에서 날아온 철부지로부터 기업을 지키기 위해 분투하는 아이언피스트의 주인공 워드 미첨  pic.twitter.com/vamX9IpAkl,1
1469,@user 옴마야'ㅁ ',0
1470,수험생 분들은 빵점동맹 3화를 봅니다 ,1
1471,@user 싸우자 . ,1
1472,"@user 오 , 괜찮다 . 너는 나쁜 아이가 되지 말거라 . ",1
1473,#알티 세상에 ... + _ + 암 슬레이브도 꿈은 아니구나 ,1
1474,"멋진 아키텍쳐와 깨끗한 코드는 개발자들의 로망이지만 , 스타트업의 제품 / 서비스는 초기에 끊임없이 진화하는 와중에 지저분해지고 누더기 코드가 되는것은 종종 있는일 . 초기엔 어느정도 결벽증을 버리고 과도기가 지난다음에 다시 한번 갈아엎어서 코드 재정비해야",0
1475,나무코 소총연대 ... 그래서 마코토가 USSR을 ! ! ! ,1
1476,이벤트 쿠폰지급 알림 : 지구인흡수 99명 = 3000pt 쿠폰 즉시지급 ! 메인화면에서 바동게이트를 클릭 ! URL,0
1477,"구가의서 10회 예고 - 여울이라구 , 내 이름 ... URL …",0
1478,"무디스 , 16개 스페인은행 신용등급 강등 . 부동산거품 파열 URL ? seq = 86704 …",0
1479,@user 얘기 듣고 보니 상당히 비슷하네 ㅋㅋㅋ 그것보다 조금은 나은 정도 ? ㅋㅋㅋ,0
1480,#마음당_자기소개_시작 우리자기  pic.twitter.com/5i1G028Nyq,1
1481,@user ㅋㅋㅋ그래 안 귀여워 ~ ,1
1482,어제밤 봉주 7호 들으면서 웃다가 울컥했습니다 . 박은정 검사님 정말 존경하고 나꼼수의 용기 정말 존경합니다 이제 저도 투표 모드로 전환 ! ! !,0
1483,아 어제 윳놀이해서 설거지 오빠들한테넘기 돈땃음 _,0
1484,[ 이슈톡 ] ' 전세계에 독도알리기 ' 트윗캠페인에 참여했습니다 . 참여하기 URL #DOKDO IS KOREAN TERRITORY URL,0
1485,@user 사람은 어째서 소울잼을 가지고 있지 않을까 . 침착하게 자살하고 싶을 때에 어딘가에 소울잼을 놔두고 그냥 이동하면 손쉽게 자살이 가능한데 ,1
1486,외식 양이 적다 #문어 #숙회 #육회 #외식 #먹스타그램 #부산 #장산맛집 #맛집  #해운대 URL,1
1487,총 22회로 끝난 로맨스타운 . 볼때는 그럭저럭 재밌게 볼 수 있었는데 엔딩까지 다 보고난 감상평은 ' 괜히 봤다 ' . 재미도 감동도 교훈도 없고 하다못해 눈요기거리도 결국 되지 못했던 드라마 . 오랜만에 한국드라마 열심히 봤는데 아 시간 아까워 ...,0
1488,@user 내일이요 ㅋㅋㅋ 형 거리나 많이 줄었더라구요 ㅠㅠ,0
1489,@user 하이ㅋ,0
1490,용두산공원엔 용의 기운이 흐르는데 그 앞에 고양이같은 요물의 상징을 세워두니 저런 사단이 벌어진 것 . ,1
1491,"' 내가 고작 5,000 , 000원으로 2주 동안 얼마나 거지처럼 살고 있는 줄 아냐며 돈을 더 보내라고 했습니다 . 3,000 , 000원을 더 보내주었음에도 불구하고 몇 차례 돈을 요구했고 말도 안 되는 위자료와 양육비를 요구하였습니다 . ' 아이고 속터져",0
1492,@user 뭐야 아직 안 잤어 ? ㄷㄷ,0
1493,@user ㄱ ㅑ ~ ~ ~ ~ ! ! ! ! ! ! ! ! 오빠느님 ! ! ! ! ! ! 우왕 ~ ~ ~ ~ ~ ~ ~ ^ 0 ^ 컴백하시는거에용 ? ? ㅋㅋㅋ @user,0
1494,일 외무상이 눈물을 머금고 카라cd를 폐기했다는 뉴스를 보고 만화에 자주나오는 오늘도 평화롭구나 이런 생각을 ... 눈물을 머금고 나도 집에있는 토모에 마미의 목을 빼겠습니다 .,0
1495,"URL 전원주 옛날 바로그맛 전통김치 , 우리농산물 탁월한맛 , 푸짐한재료 , 100 % 우리농산물 , 방부제NO 조미료NO 설탕색소NO 김치전문쇼핑몰 #yozm",0
1496,한계 넘었을 때 라샤님 제 취향이시군요 ,1
1497,호랑이 모피 ! ! !  개인적으로 아주 커다랗고 상남자면좋겠어요,1
1498,게임 캐릭터뿐만 아니라 실제 플레이어의 SAN치도 떨어트리기 위한 제작자의 의도가 분명하다 ,1
1499,"원어민 강사나 혹은 전과자 나 혹은 이들에 대하여 단속을 강화 할 수 있게 해야 합니다 ,",0
1500,그래 우리 믿는거 이거바께 없어 근데 너 트위터 위력이 얼마나 쎈줄 모르는구나 ^ __ ^ 대놓고 욕한거 너네 대놓도 언급한것도 너네 우리 분명히 피해자야 너네가 우리보고 더럽다고 쓰레기라고 깔보고 시비털엇으니까 싸우잨ㅋ 이번엔 싸우고 전학와버려 알앗제 ? ?,0
1501,그놈이 사람 잡드라구요 RT @user : 누가 나 자는 동안 우리 훈이 울렸니 . 다섯살짜리를 왜 울려 어른들이 . ,1
1502,앗 유아온 모델촬은 스위치님께맡기묜되는건가욥 ,1
1503,다음주에 찾아가면 되나여 ,1
1504,중국인 이름으로 올껍니다 . ㅋㅋ RT @user : 북괴놈들 . 내 주소랑 생일 빼내갔으니 생일선물보내라 . ,1
1505,terremoto ! ! 또 지진 ... 자꾸 왜 이럴까 ㅜㅜ,0
1506,@user 김유권은 맨날 원숭이ㅋㅋㅋ 포즈 연구좀 하면 좋겠어 맨날 똑같아,0
1507,어떻게 끝장을 ... ,1
1508,[ 청기님의 오늘의운세 ] * 총점수 ) 90점 * 수확 / 성취운 ) 80점 * 대인관계운 ) 125점 * 행운 ) 30점 URL,0
1509,너무쉬운데 .. 그걸몰라RT @user : 서민은 알아야 합니다 . 보수는 당신 권익에 관심없어요 .,0
1510,@user 모닝 할롱 ~ ~ ~ ㅎㅎ 누난 한시간만더자야겟다ㅎㅎㅎ,0
1511,남성 알콜중독자는 말 속에 숨은 뜻을 잘 알아채지 못합니다 URL  #알콜중독,1
1512,@user 바로그궈지 ... 후아 ... 빈약말고 좀 적당히라도원해ㅜ ㅜ걍빈약임ㅋㅋㅋ @user #사기꾼,0
1513,"@user 제주도에 부산에 정말 바쁘시네요 안전 운행 , 건강 유의하세요",0
1514,@user 캬 ... ! 저를 선각자 전지라고 불러주십쇼 ! ! ! ! ( ( ( ㅇㅁㅇ ) ) ) ,1
1515,@user 저거 지베 머리 위에 앉은거얌 니거 맞음 ( ? ) 키드새가 내 선물이야 ^ ^ ! ,1
1516,Good ! RT @user : [ 신세계 센텀시티 FW신상 RT 이벤트 ] 신상품 트윗 사진을 RT해주세요 . 추첨을 통해 신상쇼핑지원금으로 신세계상품권 10만원을 10분께 드립니다 . ( ~ 28일까지 ) by j,0
1517,"국민예능 무한도전 , 정말 고맙습니다 URL",0
1518,"거의 같은 나이 후배가 참지 못하고 "" 형 , 나 열흘 전에 딸 봤다 "" 하며 갓난애기 사진 보여준다 . "" 제수씨가 나이 많잖아 ? ' 했더니 "" 나 , 갔다 왔잖아 "" 한다 . 정말 몰랐다 . 요즘 배우자 잘 있는지 물어봤다 분위기 이상해지는 경우 참 많다 . 조심요 !",0
1519,@user 먹었어용XD ! ! ! ㅋㅋㅋ냠냠 쩝쩝 ~,0
1520,상승 릿카이대 ! ! !,0
1521,@user 어우 좋으셨겠네요,0
1522,@user 응응 ㅋㅋ 수업 잘 하고 좋은하루 보내 :) ㅋㅋㅋ,0
1523,@user 친구들이랑 꼭 다시 오자ㅋㅋ 졸라 재밌어 ㅋㅋ,0
1524,처음부터 막나가도 되는 거였으면 나도 좀 더 편하게 나갈 걸 그랬네 . ,1
1525,난 요런 날씨가 참 좋드라 ... 션션하니 ... ^ ^ * @user : @user #muzogun 날씨가 시원하니 좋네요잉 ! ! ㅋㅋ URL,0
1526,^ ^ RT @user : [ RT이벤트 ] STREETSTYLE한국대표선발전 ... #한국최고프리스타일축구선수를찾아라 ! 트친분들중 3명추첨 < 르꼬끄 스포르티브SET > 증정 URL URL,0
1527,오늘 준비를 하면서 수범이와 윤철이에게 도움을 받았다 .,0
1528,@user ㅠㅠ보내기싫엉 .. ㅠㅠㅠ,0
1529,나오토군 고마워요 . ,1
1530,@user 존ㄴ ~ ~ ~ ~ 너 연약하시네요 메이드씨 ~ ~ ~ ,1
1531,근데 #SMTM4 참 웃기네 ㅋ 지옥으로 내려간다니 ... 쩝 . 참  하네요 .,1
1532,그리고 그 아저씨 ... 뭔가 품에 안고 있었어 . 그게 미래일기라면 ... ?,0
1533,#ريتويت  Quadruple Danger #askmagcult 방탄소년단 & ukraine URL,1
1534,@user 음 노말닷지는 그대로인가보네 랭겜은 30분인데,0
1535,@user 전갈자리,0
1536,@user ㅋㅋㅋ 원래 이런건 먼저 말꺼내는사람이 ... ,1
1537,@user thanks for your following ! have a nice day ! 팔로우 감사합니다 . 앞으로도 즐거운 트윗 ! 늘 행복하세요 ~ ~ URL,0
1538,생각의 차이는 하늘과 땅차이 긍정적인 마인드 잊고 다시 할수있게 자신과의 싸움이다 . CEO 최고라는 프로로 될때까지 싸우자 ! ! ! 난 프로니깐 ! !,0
1539,@user ... 마시고 내일 숙취에 괴로워하기보단 오늘 푹 쉬고 내일 마음껏 취하는게 .. ,1
1540,팀원에게는 탱커가 내립먹음 ㅡㅡ 이러면 완벽범죄 ,1
1541,집착이나 욕망이 아니라니 신기하군 ,1
1542,"박원순과 민주당은 경선에서 보듯 적이 아니고 협력자가 되어야 . 마타도어는 자제하는게 도리 아닐지요 . “ @user : 박원순이 민주당으로 들어 와야 , 혹시 나중에 시장되면 자리라도 한 두개 삥뜯을 수 있는데 .. 민주당 속이 부글부글 끓겠군요 ”",0
1543,미안해 . 나도 그저 어디서 들은 말이라 . #그때는맞고지금은틀리다 #어떤생각 #doublestandards  URL,1
1544,"@user 아 , 오랜만이옵니다 - 오라버님 ( 인사 )",0
1545,1주년이벤트로 3명뽑아서 대여무료 50 % 할인 대여비 2배 쿠폰 추첨통하는것인가 ,1
1546,사랑해요 에스아이에스 ! ,1
1547,"그리고 사츠키 연출때 묘하게 에로한 구도를 보여주는군요 , 제작진 녀석들 .. 헤헷",0
1548,블라인드 송도퍼스트월드블라인드시공 : 블라인드시공사진 ! ! 안녕하세요 ! ! 블라인드몰 이실장 인사드립니다 ~ ~ 오늘은 송도신도시퍼스트월드에 시공한 블라인드사진 포스팅해봅니다 ! ! ! 송도신도시퍼스트월드오피스텔에 설치한 ... URL,0
1549,@user 귀여울까 . 사진있음보여주삼 @user @user @user @user @user @user @user @user @user,0
1550,@user 에 ? #실망 더 아프길 바랬는데 ' 3 ' ) #어감이_이상하다  #절대아님,1
1551,"아 , 그건 그렇고 , 이미 랜서가 죽어있습니다 .",0
1552,@user 피곤하시면안되요 븉들이 힘들어해요 ~ 힘내세요 홧팅 ~ ^ ^,0
1553,@user 고생하셨슴다 . ㅎ,0
1554,전철타고 황금빛 복수초 보러 가자 URL ? bo_table = g4 & wr_id = 43 …,0
1555,ㅤ,0
1556,바나나동산 뇌구조 테스트 로그인 없이 바로 보기 ~ pic.twitter.com/qNLng7cN URL,0
1557,"#LOTTE ‘ 야구여신 ’ 공서영 , 관중석에서 금빛 미모 발산 URL",0
1558,"@user 글쎄 ,  몸 조심히 들어가 .",1
1559,토마리 상은 또 도망치신 좋은 저녁입니다 . ,1
1560,1번타자 시켜야하나요 ? ㅋㅋㅋ ,1
1561,epic ! ㅤ ㅤ ㅤ ㅤ ㅤ #randomandbizarre #repost #funny #awesomevideos #hilarious #funnymoments #funnypics #funnyasf #humor  #instafunny #funnyvideos #funnyvid #bizzare #comedy #funnysoccer #lmao #rofl #lol #epic #random URL pic.twitter.com/w0BvoVnw7i,1
1562,@user @user 여자야 ? 남자야 ?,0
1563,거기로 갔나요 ? ,1
1564,보고있자니 잠이 깬다 ( ? ,1
1565,… 응 ? ; 이건희홀 ; ; ㄷ ㄷ ㄷ …,0
1566,용둥 까이꺼 처음 돌 때 두번 죽으면 두번째 갈 땐 3추받는 곳 아닙니까 ,1
1567,모두모두 돌려쓰다보면 못생긴 혼다도 정신 차리겠져 ? ,1
1568,Thank U follow = = > @user @user 만나서 반갑습니다 ~ ^ ^,0
1569,#쌈마이웨이 #개빡치네 #설희 행복하게 좀 해주라 #빡쳐 # 후  # URL,1
1570,잠다깨고 죠오타 ~ ,1
1571,[ 뷰티넷 ] 더 퍼스트 트리트먼트 에센스 100만병 판매 돌파 이벤트 URL ? page = immissha & sub = cf2 …,0
1572,대신 평균 볼만하겠다 ,1
1573,@user 사진올리라고 찍은거 같긴한데 너무 노출되어 있다능,0
1574,@user @user 소중한 인연 감사합니다 . 항상 행복하시고 좋은 이야기와 정보 나누었으면 좋겠습니다 ! 즐거운 하루되세요,0
1575,다른 친구들은 매일매일 웹툰을 기다리지만 우리는 매일매일 나오는 신작애니를기다린다,0
1576,후 ; ; ; 여따 써놓으면 나중에 홍쏘가 보고 그려주겠지 ? ,1
1577,따래끼 ( @user ) 봇 시험중입니다 ... 멘션주면 물어요 ~ ㅇ ㅓ흥 ! !,0
1578,@user 그렇다고 오락실에 격겜이나 하러 가는건 아니잖아요 !,0
1579,자 어서 여자친구분을 설득하세요  #헛소리 #기승전헛소리,1
1580,RT @user #VFNOSeoul 9월6일 VFNO당일까지 트윗RT 해주시는 팔 로워들중 추첨후 선물드리는거 아시죠 ? 15분에겐 10월11일까지 예술의전당에서 열리는 < 내셔널지오그래픽 아름다운 ..pic.twitter.com/SyDMF1PH,0
1581,@user ㅋ 욕창안생기셨나요 ㅎ 이틀동안 16화라니 . ㅎㄷㄷ ㅎㅎ @user,0
1582,사고싶은것도 많고 먹고싶은것도 하지만 돈이 문제 ! 돈을 벌고싶다면 URL - 08:59,0
1583,@user 보여주겠어 ? 그렇다면 영광일텐데 . ,1
1584,일찍 일어나는 사람이 마카롱을 사먹는다  pic.twitter.com/pegKRIlw8v,1
1585,@user 오늘따라 그러네요 . 올가을 패션 필수 아이템인가,0
1586,세상에서 가장 좋은 우리 회사식구들과 황금같은 주말에 가장 재미있는 야구 보러 왔다 ! !  작렬 ! ! ! ㅋㅋㅋ pic.twitter.com/br3NLsBNpB,1
1587,@user ㅋㅋ 너도 순대국 좋아해 ? ㅋㅋ 나도 오늘 점심은 이걸로 확정 ㅋ,0
1588,@user 헐-어떻게 대기실에서 잘 수 있어 ? 다이아 민폐네 - ,1
1589,@user 그걸 똬앟하고 이겨내기가 너무 힘드네요 이런 잠만보새끼ㅠㅠㅠ,0
1590,내밥줄에 발도장 쿡 ! 오늘도 근무 낼 하루쉬고 모레도 근무 말로만 격주5일제 ... ㅋㅋㅋ 놀러가고 싶다 ㅠㅠ @user URL,0
